transaction_id,date,datetime,location_id,location_name,customer_id,customer_name,cashier_id,cashier_name,num_items,subtotal_usd,discount_usd,tax_usd,total_amount_usd,payment_method,loyalty_tier,items_purchased
TXN-5B9B8F0DDA,2025-02-17,2025-02-17 17:18:17,LOC001,Kantari,CUST0570,Charbel Bou Khalil,STF003,Omar Nassif,1,6.0,0.0,0.66,6.66,Credit Card,,Falafel Plate (x1)
TXN-8EB568A309,2025-02-17,2025-02-17 12:16:25,LOC001,Kantari,CUST0123,Joelle Gemayel,STF003,Omar Nassif,2,19.0,0.0,2.09,21.09,Credit Card,Bronze,Homemade Labneh Jar (x2) | Maamoul (2 pcs) (x1)
TXN-AAFB257669,2025-02-17,2025-02-17 13:06:47,LOC001,Kantari,CUST0211,Georges Chidiac,STF002,Sara Khalil,3,20.5,0.0,2.25,22.75,Debit Card,Gold,Kafta Grilled (x1) | Ashta Cream (x1) | Shawarma Chicken (x1)
TXN-DC73BE3518,2025-02-17,2025-02-17 12:56:56,LOC001,Kantari,CUST0259,Ali Mrad,STF002,Sara Khalil,2,13.0,0.65,1.36,13.71,Credit Card,,Shawarma Chicken (x1) | Falafel Plate (x1)
TXN-E7CD456D7A,2025-02-17,2025-02-17 16:29:25,LOC001,Kantari,CUST0617,Pierre Bou Khalil,STF002,Sara Khalil,2,12.0,0.0,1.32,13.32,Mobile Pay,,Zaatar Manakeesh (x1) | Tamarind Juice (x3)
TXN-8784A48D56,2025-02-17,2025-02-17 10:00:54,LOC001,Kantari,CUST0032,Ramzi Zgheib,STF005,Karim Mrad,1,8.0,0.0,0.88,8.88,Cash,Bronze,Shawarma Meat (x1)
TXN-D4BEF69E52,2025-02-17,2025-02-17 17:10:06,LOC001,Kantari,CUST0055,Hana Bou Khalil,STF003,Omar Nassif,1,6.0,0.0,0.66,6.66,Cash,Bronze,Falafel Sandwich (x2)
TXN-325E5EC31D,2025-02-17,2025-02-17 13:01:19,LOC001,Kantari,CUST0789,Fatima Daher,STF001,Ali Hassan,2,28.0,0.0,3.08,31.08,Debit Card,,Shawarma Meat (x2) | Olives Mix (250g) (x2)
TXN-8F6119408C,2025-02-17,2025-02-17 20:47:43,LOC001,Kantari,CUST0032,Ramzi Zgheib,STF004,Rima Aziz,1,2.5,0.12,0.26,2.64,Cash,Bronze,Ayran (x1)
TXN-9881CAB4A3,2025-02-17,2025-02-17 16:17:17,LOC001,Kantari,CUST0024,Maria Zgheib,STF005,Karim Mrad,3,22.0,0.0,2.42,24.42,Credit Card,,Kibbeh Nayeh (x1) | Tabbouleh (x1) | Ashta Cream (x2)
TXN-F76DAC9A4E,2025-02-17,2025-02-17 21:36:57,LOC001,Kantari,CUST0046,Tarek Abi Nader,STF001,Ali Hassan,4,24.0,1.2,2.51,25.31,Mobile Pay,,Ayran (x1) | Ayran (x3) | Falafel Plate (x1) | Shawarma Meat (x1)
TXN-5A70FFCA9F,2025-02-17,2025-02-17 22:02:55,LOC001,Kantari,CUST0577,Carla Gemayel,STF004,Rima Aziz,3,8.5,0.43,0.89,8.96,Credit Card,,Tamarind Juice (x1) | Ayran (x1) | Jallab (x1)
TXN-15D0E5F5EE,2025-02-17,2025-02-17 14:23:42,LOC001,Kantari,CUST0381,Layla Daher,STF005,Karim Mrad,2,9.5,0.95,0.94,9.49,Credit Card,,Knafeh (x1) | Falafel Sandwich (x1)
TXN-65DD4DAFBB,2025-02-17,2025-02-17 17:09:52,LOC001,Kantari,CUST0689,Hassan Zgheib,STF004,Rima Aziz,2,13.0,1.3,1.29,12.99,Credit Card,,Homemade Labneh Jar (x1) | Fattoush (x1)
TXN-A700A821F6,2025-02-17,2025-02-17 16:28:48,LOC001,Kantari,CUST0553,Nadine Gemayel,STF002,Sara Khalil,2,10.5,0.0,1.16,11.66,Debit Card,,Olives Mix (250g) (x1) | Zaatar Spice Mix (100g) (x1)
TXN-D8050315FF,2025-02-17,2025-02-17 17:54:51,LOC001,Kantari,CUST0588,Georges Khalil,STF002,Sara Khalil,3,21.0,0.0,2.31,23.31,Mobile Pay,,Arabic Coffee (x2) | Foul Mdammas (x3) | Arabic Coffee (x1)
TXN-4D46BA4B2F,2025-02-17,2025-02-17 15:16:59,LOC001,Kantari,CUST0564,Ali Farah,STF002,Sara Khalil,3,39.5,0.0,4.34,43.84,Debit Card,Silver,Tamarind Juice (x2) | Shawarma Meat Wrap (x1) | Chicken Tawook (x3)
TXN-25C404DF49,2025-02-17,2025-02-17 18:14:36,LOC001,Kantari,CUST0360,Khalil Chidiac,STF004,Rima Aziz,5,62.0,6.2,6.14,61.94,Credit Card,,Shawarma Chicken (x2) | Knafeh (x2) | Kibbeh Nayeh (x3) | Rice Pudding (x2) | Jallab (x1)
TXN-5B0A6A8514,2025-02-17,2025-02-17 16:19:15,LOC001,Kantari,CUST0774,Rita Zgheib,STF004,Rima Aziz,1,19.5,0.0,2.15,21.65,Cash,,Knafeh (x3)
TXN-4737022A48,2025-02-17,2025-02-17 08:18:07,LOC001,Kantari,CUST0213,Tony Farah,STF002,Sara Khalil,3,23.5,0.0,2.58,26.08,Debit Card,,Tabbouleh (x3) | Shawarma Chicken Wrap (x1) | Labneh (x1)
TXN-329CF125CF,2025-02-17,2025-02-17 13:23:13,LOC001,Kantari,CUST0312,Dina Zgheib,STF004,Rima Aziz,4,18.5,0.93,1.93,19.5,Credit Card,Gold,Knafeh (x1) | Zaatar Manakeesh (x1) | Ashta Cream (x1) | Zaatar Spice Mix (100g) (x1)
TXN-C688654BA0,2025-02-17,2025-02-17 17:49:06,LOC001,Kantari,CUST0433,Hana Khoury,STF005,Karim Mrad,2,9.5,0.0,1.04,10.54,Credit Card,,Zaatar Spice Mix (100g) (x1) | Shawarma Meat Wrap (x1)
TXN-C4D512BEB4,2025-02-17,2025-02-17 20:30:16,LOC001,Kantari,CUST0557,Mohamed Harb,STF001,Ali Hassan,3,24.5,0.0,2.69,27.19,Cash,,Ayran (x2) | Olives Mix (250g) (x1) | Shawarma Chicken Wrap (x3)
TXN-AEE70284EC,2025-02-17,2025-02-17 12:49:45,LOC001,Kantari,CUST0463,Fadi Feghali,STF002,Sara Khalil,1,4.5,0.0,0.49,4.99,Credit Card,,Ashta Cream (x1)
TXN-D6E65D18CB,2025-02-17,2025-02-17 09:32:28,LOC001,Kantari,CUST0071,Tony Salem,STF005,Karim Mrad,2,9.5,0.0,1.04,10.54,Cash,Silver,Cheese Manakeesh (x1) | Tamarind Juice (x2)
TXN-DFA42CA9E0,2025-02-17,2025-02-17 10:33:31,LOC001,Kantari,CUST0179,Ahmad Salem,STF004,Rima Aziz,1,9.0,0.0,0.99,9.99,Cash,Bronze,Kafta Grilled (x1)
TXN-9476A972F0,2025-02-17,2025-02-17 11:53:04,LOC001,Kantari,CUST0204,Joelle Mrad,STF004,Rima Aziz,1,7.0,0.7,0.69,6.99,Credit Card,,Lemon Mint Juice (x2)
TXN-07F09B1087,2025-02-17,2025-02-17 17:02:19,LOC001,Kantari,CUST0188,Leen Gemayel,STF002,Sara Khalil,3,21.0,0.0,2.31,23.31,Cash,Gold,Lebanese Tea (x2) | Shawarma Chicken (x2) | Falafel Sandwich (x1)
TXN-F94BE0A7D4,2025-02-17,2025-02-17 17:38:36,LOC001,Kantari,CUST0025,Ramzi Bou Khalil,STF004,Rima Aziz,3,7.5,0.0,0.82,8.32,Credit Card,Bronze,Falafel Sandwich (x1) | Ayran (x1) | Soft Drink Can (x1)
TXN-BCE2D1B52B,2025-02-17,2025-02-17 13:44:27,LOC001,Kantari,CUST0069,Leen Gemayel,STF001,Ali Hassan,4,28.5,0.0,3.14,31.64,Cash,,Maamoul (2 pcs) (x3) | Shawarma Chicken Wrap (x1) | Shawarma Meat Wrap (x1) | Shawarma Chicken (x1)
TXN-565666A443,2025-02-17,2025-02-17 11:42:34,LOC001,Kantari,CUST0383,Sara Khoury,STF005,Karim Mrad,1,3.0,0.0,0.33,3.33,Cash,,Tamarind Juice (x1)
TXN-16A00D8DEA,2025-02-17,2025-02-17 15:14:12,LOC001,Kantari,CUST0151,Carla Zgheib,STF003,Omar Nassif,3,12.5,0.0,1.38,13.88,Cash,Bronze,Hummus (x1) | Tabbouleh (x1) | Tamarind Juice (x1)
TXN-8D2D2CF9BB,2025-02-17,2025-02-17 19:08:20,LOC001,Kantari,CUST0250,Sami Haddad,STF004,Rima Aziz,1,4.5,0.0,0.49,4.99,Debit Card,Gold,Shawarma Chicken Wrap (x1)
TXN-7329D70E3E,2025-02-17,2025-02-17 13:40:40,LOC001,Kantari,CUST0555,Carla Abi Nader,STF001,Ali Hassan,1,10.0,0.0,1.1,11.1,Cash,Gold,Shawarma Meat Wrap (x2)
TXN-BE503EBA4B,2025-02-17,2025-02-17 14:04:36,LOC001,Kantari,CUST0169,Omar Chidiac,STF002,Sara Khalil,2,15.0,0.75,1.57,15.82,Credit Card,,Baklava (3 pcs) (x2) | Pickled Turnip Jar (x1)
TXN-260E8E3C1D,2025-02-17,2025-02-17 09:20:49,LOC001,Kantari,CUST0405,Nour Tabbara,STF001,Ali Hassan,3,16.0,1.6,1.58,15.98,Cash,Gold,Sambousek (4 pcs) (x1) | Shawarma Chicken Wrap (x2) | Lebanese Tea (x1)
TXN-54E082BAF3,2025-02-17,2025-02-17 14:26:41,LOC001,Kantari,CUST0774,Rita Zgheib,STF002,Sara Khalil,2,10.0,0.0,1.1,11.1,Cash,,Shawarma Meat Wrap (x1) | Tabbouleh (x1)
TXN-1F5AC4A772,2025-02-17,2025-02-17 16:49:09,LOC001,Kantari,CUST0792,Maria Aziz,STF001,Ali Hassan,2,11.5,0.0,1.26,12.76,Cash,,Shawarma Chicken Wrap (x2) | Arabic Coffee (x1)
TXN-2CD3A2530D,2025-02-17,2025-02-17 12:19:54,LOC001,Kantari,CUST0482,Sara Gemayel,STF005,Karim Mrad,3,12.0,0.0,1.32,13.32,Credit Card,,Lebanese Tea (x1) | Zaatar Manakeesh (x1) | Cheese Manakeesh (x2)
TXN-D24D3BF097,2025-02-17,2025-02-17 13:44:31,LOC001,Kantari,CUST0351,Mohamed Tabbara,STF005,Karim Mrad,3,24.0,2.4,2.38,23.98,Credit Card,Silver,Shawarma Meat (x1) | Shawarma Meat (x1) | Shawarma Meat (x1)
TXN-93008ACC16,2025-02-17,2025-02-17 20:36:12,LOC001,Kantari,CUST0357,Omar Frem,STF003,Omar Nassif,2,12.5,0.0,1.38,13.88,Cash,Silver,Ashta Cream (x1) | Shawarma Meat (x1)
TXN-522F4B7124,2025-02-17,2025-02-17 15:50:08,LOC001,Kantari,CUST0789,Fatima Daher,STF003,Omar Nassif,3,12.0,0.6,1.25,12.65,Cash,,Ayran (x1) | Cheese Manakeesh (x1) | Falafel Plate (x1)
TXN-90BF457BA2,2025-02-17,2025-02-17 12:15:13,LOC001,Kantari,CUST0613,Tony Khalil,STF003,Omar Nassif,3,17.0,0.0,1.87,18.87,Cash,,Shawarma Meat Wrap (x1) | Shawarma Chicken (x1) | Shawarma Meat Wrap (x1)
TXN-B0B37B2A4C,2025-02-17,2025-02-17 15:16:07,LOC001,Kantari,CUST0386,Georges Harb,STF005,Karim Mrad,1,18.0,1.8,1.78,17.98,Mobile Pay,,Falafel Plate (x3)
TXN-E697EDE403,2025-02-17,2025-02-17 14:35:37,LOC001,Kantari,CUST0284,Sara Haddad,STF005,Karim Mrad,1,4.5,0.45,0.45,4.5,Credit Card,,Mutabbal (x1)
TXN-13817B8C6E,2025-02-17,2025-02-17 15:30:27,LOC001,Kantari,CUST0397,Charbel Nassar,STF003,Omar Nassif,1,10.0,0.0,1.1,11.1,Cash,Silver,Sambousek (4 pcs) (x2)
TXN-E3B493169E,2025-02-17,2025-02-17 18:17:06,LOC001,Kantari,CUST0562,Ahmad Mrad,STF005,Karim Mrad,3,22.5,0.0,2.48,24.98,Cash,Gold,Olives Mix (250g) (x2) | Ashta Cream (x1) | Falafel Plate (x1)
TXN-48EE514189,2025-02-17,2025-02-17 15:17:18,LOC001,Kantari,CUST0441,Fadi Khoury,STF002,Sara Khalil,3,18.5,0.0,2.04,20.54,Cash,Bronze,Cheese Manakeesh (x2) | Shawarma Meat (x1) | Cheese Manakeesh (x1)
TXN-987DE9D1CD,2025-02-17,2025-02-17 11:51:52,LOC001,Kantari,CUST0393,Ali Feghali,STF002,Sara Khalil,1,8.0,0.0,0.88,8.88,Credit Card,,Kibbeh Nayeh (x1)
TXN-AF26DE0FB7,2025-02-17,2025-02-17 21:51:31,LOC001,Kantari,CUST0128,Carla Nassar,STF001,Ali Hassan,2,24.0,0.0,2.64,26.64,Cash,Gold,Shawarma Chicken (x2) | Baklava (3 pcs) (x2)
TXN-AAE98F71B3,2025-02-17,2025-02-17 08:42:19,LOC001,Kantari,CUST0446,Omar Khoury,STF005,Karim Mrad,4,21.5,1.07,2.25,22.68,Debit Card,Gold,Shawarma Chicken Wrap (x1) | Shawarma Chicken (x1) | Lebanese Tea (x2) | Falafel Sandwich (x2)
TXN-466C80A560,2025-02-17,2025-02-17 08:48:17,LOC001,Kantari,CUST0211,Georges Chidiac,STF004,Rima Aziz,4,29.0,1.45,3.03,30.58,Credit Card,Gold,Mixed Grill Plate (x1) | Hummus (x1) | Shawarma Meat Wrap (x1) | Foul Mdammas (x1)
TXN-6AC0E9717D,2025-02-17,2025-02-17 16:10:50,LOC001,Kantari,CUST0414,Joelle Nassar,STF002,Sara Khalil,2,18.5,0.93,1.93,19.5,Cash,Silver,Shawarma Meat (x2) | Ayran (x1)
TXN-FC9A23FB41,2025-02-17,2025-02-17 21:43:59,LOC001,Kantari,CUST0577,Carla Gemayel,STF002,Sara Khalil,1,2.5,0.0,0.28,2.78,Credit Card,,Ayran (x1)
TXN-E230AD2BDF,2025-02-17,2025-02-17 13:01:31,LOC001,Kantari,CUST0447,Fatima Farah,STF004,Rima Aziz,1,8.0,0.0,0.88,8.88,Mobile Pay,Silver,Shawarma Meat (x1)
TXN-32701ED5FB,2025-02-17,2025-02-17 22:30:10,LOC001,Kantari,CUST0173,Nadine Abi Nader,STF002,Sara Khalil,3,15.5,0.0,1.71,17.21,Debit Card,Bronze,Zaatar Manakeesh (x3) | Arabic Coffee (x1) | Lebanese Tea (x2)
TXN-6CE5B68A88,2025-02-17,2025-02-17 20:05:39,LOC001,Kantari,CUST0713,Omar Aziz,STF005,Karim Mrad,1,6.0,0.0,0.66,6.66,Cash,,Olives Mix (250g) (x1)
TXN-BA86FDA303,2025-02-17,2025-02-17 19:17:55,LOC001,Kantari,CUST0191,Nour Chidiac,STF002,Sara Khalil,1,10.0,0.0,1.1,11.1,Credit Card,Bronze,Tabbouleh (x2)
TXN-5C80F943F0,2025-02-17,2025-02-17 15:50:50,LOC001,Kantari,CUST0759,Sami Frem,STF002,Sara Khalil,2,19.5,0.0,2.15,21.65,Cash,,Falafel Sandwich (x1) | Shanklish Salad (x3)
TXN-3A8144A7D2,2025-02-17,2025-02-17 10:49:06,LOC001,Kantari,CUST0276,Pierre Saade,STF002,Sara Khalil,3,20.5,0.0,2.25,22.75,Credit Card,,Cheese Manakeesh (x1) | Sambousek (4 pcs) (x1) | Falafel Plate (x2)
TXN-D232EA5BC0,2025-02-17,2025-02-17 11:17:32,LOC001,Kantari,CUST0022,Tony Feghali,STF005,Karim Mrad,1,6.5,0.0,0.71,7.21,Credit Card,Bronze,Warak Arish (Stuffed Vine Leaves) (x1)
TXN-471BBD80BB,2025-02-17,2025-02-17 10:55:38,LOC001,Kantari,CUST0377,Nour Nasr,STF005,Karim Mrad,2,11.5,0.0,1.26,12.76,Debit Card,Silver,Shawarma Chicken Wrap (x2) | Ayran (x1)
TXN-C6F61EBE08,2025-02-17,2025-02-17 09:24:08,LOC001,Kantari,CUST0001,Sami Khoury,STF003,Omar Nassif,3,19.5,1.95,1.93,19.48,Credit Card,Silver,Ashta Cream (x1) | Foul Mdammas (x1) | Cheese Manakeesh (x3)
TXN-8670E3EB80,2025-02-17,2025-02-17 13:38:36,LOC001,Kantari,CUST0736,Youssef Feghali,STF004,Rima Aziz,2,13.0,0.0,1.43,14.43,Debit Card,,Falafel Sandwich (x1) | Shawarma Meat Wrap (x2)
TXN-F9519BD890,2025-02-17,2025-02-17 15:23:53,LOC001,Kantari,CUST0306,Tarek Nasr,STF001,Ali Hassan,2,10.0,0.0,1.1,11.1,Credit Card,,Sambousek (4 pcs) (x1) | Sambousek (4 pcs) (x1)
TXN-A9EB401EFB,2025-02-17,2025-02-17 13:40:48,LOC001,Kantari,CUST0151,Carla Zgheib,STF004,Rima Aziz,3,18.5,0.0,2.04,20.54,Debit Card,Bronze,Jallab (x1) | Knafeh (x1) | Kafta Grilled (x1)
TXN-423B07C8D5,2025-02-17,2025-02-17 14:29:45,LOC001,Kantari,CUST0477,Joelle Feghali,STF003,Omar Nassif,2,18.0,1.8,1.78,17.98,Debit Card,Bronze,Falafel Sandwich (x3) | Mutabbal (x2)
TXN-294BFDF231,2025-02-17,2025-02-17 12:03:22,LOC001,Kantari,CUST0477,Joelle Feghali,STF004,Rima Aziz,4,40.5,0.0,4.46,44.96,Debit Card,Bronze,Tabbouleh (x1) | Kafta Grilled (x3) | Arabic Coffee (x2) | Cheese Manakeesh (x1)
TXN-646297F880,2025-02-17,2025-02-17 12:32:10,LOC001,Kantari,CUST0012,Youssef Tabbara,STF001,Ali Hassan,3,19.5,0.98,2.04,20.56,Cash,Silver,Shawarma Meat (x1) | Hummus (x1) | Shawarma Chicken (x1)
TXN-0FCFFF8C50,2025-02-17,2025-02-17 14:39:20,LOC001,Kantari,CUST0292,Layla Mrad,STF003,Omar Nassif,2,10.0,0.0,1.1,11.1,Cash,,Labneh (x1) | Falafel Sandwich (x2)
TXN-636DB4E25D,2025-02-17,2025-02-17 17:46:47,LOC001,Kantari,CUST0580,Pierre Feghali,STF005,Karim Mrad,5,24.0,0.0,2.64,26.64,Cash,Gold,Olives Mix (250g) (x1) | Foul Mdammas (x1) | Maamoul (2 pcs) (x2) | Falafel Sandwich (x1) | Ayran (x1)
TXN-6D0918153B,2025-02-17,2025-02-17 09:19:00,LOC001,Kantari,CUST0137,Nour Frem,STF002,Sara Khalil,1,6.0,0.0,0.66,6.66,Credit Card,Gold,Tamarind Juice (x2)
TXN-BF5EE44233,2025-02-17,2025-02-17 15:58:13,LOC001,Kantari,CUST0001,Sami Khoury,STF001,Ali Hassan,1,5.0,0.0,0.55,5.55,Cash,Silver,Ayran (x2)
TXN-84B301E38D,2025-02-17,2025-02-17 20:10:59,LOC001,Kantari,CUST0689,Hassan Zgheib,STF004,Rima Aziz,3,25.0,0.0,2.75,27.75,Cash,,Arabic Coffee (x1) | Mixed Grill Plate (x1) | Ayran (x3)
TXN-11AB6F0ADB,2025-02-17,2025-02-17 14:57:52,LOC001,Kantari,CUST0760,Tony Khalil,STF003,Omar Nassif,2,20.5,0.0,2.25,22.75,Credit Card,Gold,Kibbeh Nayeh (x2) | Ashta Cream (x1)
TXN-C90B36E723,2025-02-17,2025-02-17 15:57:15,LOC001,Kantari,CUST0232,Hana Aziz,STF001,Ali Hassan,2,42.0,0.0,4.62,46.62,Credit Card,Gold,Pickled Turnip Jar (x3) | Kafta Grilled (x3)
TXN-9EDCCEA61C,2025-02-17,2025-02-17 15:51:55,LOC001,Kantari,CUST0264,Ramzi Gemayel,STF001,Ali Hassan,2,13.0,0.0,1.43,14.43,Debit Card,Gold,Lebanese Tea (x3) | Shawarma Chicken (x1)
TXN-C940D7109C,2025-02-17,2025-02-17 10:34:32,LOC001,Kantari,CUST0372,Maria Haddad,STF004,Rima Aziz,2,15.0,1.5,1.49,14.99,Debit Card,Gold,Chicken Tawook (x1) | Fattoush (x1)
TXN-F6B7BF22F9,2025-02-17,2025-02-17 09:20:59,LOC001,Kantari,CUST0059,Hana Nasr,STF004,Rima Aziz,2,7.5,0.0,0.82,8.32,Credit Card,,Falafel Sandwich (x1) | Zaatar Spice Mix (100g) (x1)
TXN-A8E9ADC08E,2025-02-17,2025-02-17 14:31:59,LOC001,Kantari,CUST0406,Fatima Saade,STF005,Karim Mrad,2,21.0,0.0,2.31,23.31,Cash,Silver,Shawarma Chicken (x2) | Shawarma Chicken (x1)
TXN-F59C771D25,2025-02-17,2025-02-17 15:54:05,LOC001,Kantari,CUST0104,Fadi Aziz,STF001,Ali Hassan,3,32.0,0.0,3.52,35.52,Cash,Gold,Kibbeh Nayeh (x3) | Falafel Sandwich (x2) | Soft Drink Can (x1)
TXN-DD696F253A,2025-02-17,2025-02-17 09:30:11,LOC001,Kantari,CUST0034,Ahmad Saade,STF002,Sara Khalil,4,18.5,1.85,1.83,18.48,Cash,,Ashta Cream (x1) | Olives Mix (250g) (x1) | Rice Pudding (x1) | Maamoul (2 pcs) (x1)
TXN-EED3A3DAB4,2025-02-17,2025-02-17 10:02:39,LOC001,Kantari,CUST0001,Sami Khoury,STF002,Sara Khalil,4,27.0,0.0,2.97,29.97,Debit Card,Silver,Arabic Coffee (x2) | Shawarma Meat Wrap (x1) | Shawarma Meat (x1) | Kafta Grilled (x1)
TXN-7F96204ECC,2025-02-17,2025-02-17 19:10:41,LOC001,Kantari,CUST0795,Layla Feghali,STF005,Karim Mrad,3,13.0,0.0,1.43,14.43,Cash,,Ashta Cream (x1) | Mutabbal (x1) | Lebanese Tea (x2)
TXN-9087BF60D9,2025-02-17,2025-02-17 14:18:41,LOC001,Kantari,CUST0723,Maria Haddad,STF004,Rima Aziz,5,28.5,2.85,2.82,28.47,Credit Card,,Tamarind Juice (x2) | Lebanese Tea (x1) | Maamoul (2 pcs) (x1) | Falafel Plate (x2) | Shawarma Chicken Wrap (x1)
TXN-82E99964DD,2025-02-17,2025-02-17 10:46:04,LOC001,Kantari,CUST0290,Rania Zgheib,STF003,Omar Nassif,2,5.5,0.55,0.54,5.49,Credit Card,Silver,Ayran (x1) | Falafel Sandwich (x1)
TXN-5887087120,2025-02-17,2025-02-17 14:37:19,LOC001,Kantari,CUST0727,Dina Khoury,STF002,Sara Khalil,3,44.0,0.0,4.84,48.84,Debit Card,,Sambousek (4 pcs) (x1) | Foul Mdammas (x2) | Mixed Grill Plate (x2)
TXN-7EB489FA76,2025-02-17,2025-02-17 18:29:42,LOC001,Kantari,CUST0408,Tarek Harb,STF003,Omar Nassif,4,30.0,0.0,3.3,33.3,Credit Card,Bronze,Jallab (x2) | Ayran (x2) | Maamoul (2 pcs) (x1) | Homemade Labneh Jar (x2)
TXN-4952DEBA8D,2025-02-17,2025-02-17 12:05:31,LOC001,Kantari,CUST0343,Carla Khoury,STF002,Sara Khalil,1,5.0,0.0,0.55,5.55,Cash,,Shawarma Meat Wrap (x1)
TXN-E911C9535A,2025-02-17,2025-02-17 11:11:26,LOC001,Kantari,CUST0040,Rania Tabbara,STF001,Ali Hassan,3,17.5,0.0,1.93,19.43,Credit Card,Gold,Tamarind Juice (x1) | Sambousek (4 pcs) (x2) | Hummus (x1)
TXN-5A067148D1,2025-02-17,2025-02-17 13:42:54,LOC001,Kantari,CUST0755,Carla Khoury,STF005,Karim Mrad,2,16.5,0.83,1.72,17.39,Cash,Silver,Kafta Sandwich (x3) | Zaatar Manakeesh (x1)
TXN-CB520923AC,2025-02-17,2025-02-17 17:02:29,LOC001,Kantari,CUST0737,Georges Feghali,STF005,Karim Mrad,2,7.5,0.0,0.82,8.32,Credit Card,,Jallab (x1) | Mutabbal (x1)
TXN-FD78F5D9A0,2025-02-17,2025-02-17 18:30:53,LOC001,Kantari,CUST0428,Tarek Haddad,STF004,Rima Aziz,3,19.5,0.0,2.15,21.65,Mobile Pay,,Shawarma Chicken (x1) | Chicken Tawook (x1) | Zaatar Manakeesh (x1)
TXN-95975AD779,2025-02-17,2025-02-17 12:57:37,LOC001,Kantari,CUST0261,Omar Harb,STF004,Rima Aziz,2,12.0,0.0,1.32,13.32,Cash,Gold,Mutabbal (x1) | Homemade Labneh Jar (x1)
TXN-0349AFDD7E,2025-02-17,2025-02-17 21:51:51,LOC001,Kantari,CUST0281,Leen Frem,STF005,Karim Mrad,2,19.0,0.0,2.09,21.09,Debit Card,,Falafel Sandwich (x3) | Shawarma Meat Wrap (x2)
TXN-A731D13F5D,2025-02-17,2025-02-17 12:38:42,LOC001,Kantari,CUST0053,Carla Aziz,STF004,Rima Aziz,1,4.0,0.0,0.44,4.44,Mobile Pay,Gold,Maamoul (2 pcs) (x1)
TXN-9F4E8BB2A0,2025-02-17,2025-02-17 12:24:35,LOC001,Kantari,CUST0744,Mira Zgheib,STF003,Omar Nassif,3,17.0,1.7,1.68,16.98,Cash,,Hummus (x1) | Falafel Sandwich (x1) | Chicken Tawook (x1)
TXN-93ED22303F,2025-02-17,2025-02-17 17:10:42,LOC001,Kantari,CUST0300,Sami Frem,STF003,Omar Nassif,4,23.0,2.3,2.28,22.98,Credit Card,,Falafel Plate (x1) | Shanklish Salad (x1) | Fattoush (x1) | Olives Mix (250g) (x1)
TXN-3A3F58A914,2025-02-17,2025-02-17 19:54:59,LOC001,Kantari,CUST0004,Rania Harb,STF002,Sara Khalil,3,20.0,1.0,2.09,21.09,Cash,Silver,Jallab (x2) | Shawarma Meat (x1) | Falafel Plate (x1)
TXN-F7B3B64DF9,2025-02-17,2025-02-17 14:32:07,LOC001,Kantari,CUST0493,Georges Nassar,STF005,Karim Mrad,1,3.0,0.0,0.33,3.33,Cash,Bronze,Tamarind Juice (x1)
TXN-275A8B2579,2025-02-17,2025-02-17 11:16:46,LOC001,Kantari,CUST0019,Maria Khoury,STF005,Karim Mrad,3,22.0,0.0,2.42,24.42,Debit Card,,Fattoush (x1) | Tabbouleh (x2) | Warak Arish (Stuffed Vine Leaves) (x1)
TXN-3F3837D61C,2025-02-17,2025-02-17 20:40:22,LOC001,Kantari,CUST0031,Leen Harb,STF003,Omar Nassif,3,9.0,0.0,0.99,9.99,Debit Card,,Falafel Sandwich (x1) | Arabic Coffee (x1) | Lemon Mint Juice (x1)
TXN-726B273C85,2025-02-17,2025-02-17 15:44:04,LOC001,Kantari,CUST0763,Fadi Zgheib,STF002,Sara Khalil,5,29.5,0.0,3.25,32.75,Debit Card,,Lemon Mint Juice (x2) | Cheese Manakeesh (x1) | Shawarma Chicken Wrap (x1) | Chicken Tawook (x1) | Sambousek (4 pcs) (x1)
TXN-33AB1C0E16,2025-02-17,2025-02-17 13:21:26,LOC001,Kantari,CUST0768,Rita Feghali,STF001,Ali Hassan,4,21.0,1.05,2.19,22.14,Mobile Pay,Silver,Fattoush (x1) | Lebanese Tea (x1) | Zaatar Manakeesh (x1) | Cheese Manakeesh (x3)
TXN-DBDDCB2BAE,2025-02-17,2025-02-17 13:39:51,LOC001,Kantari,CUST0034,Ahmad Saade,STF003,Omar Nassif,2,16.5,0.0,1.81,18.31,Cash,,Falafel Sandwich (x1) | Mutabbal (x3)
TXN-FE9A3E1EAC,2025-02-17,2025-02-17 22:44:16,LOC001,Kantari,CUST0389,Fatima Tabbara,STF002,Sara Khalil,4,23.5,0.0,2.58,26.08,Cash,,Zaatar Spice Mix (100g) (x2) | Zaatar Spice Mix (100g) (x1) | Sambousek (4 pcs) (x1) | Shawarma Meat Wrap (x1)
TXN-7CE4A4AB1D,2025-02-17,2025-02-17 10:08:59,LOC001,Kantari,CUST0538,Rita Chidiac,STF005,Karim Mrad,1,12.0,0.6,1.25,12.65,Credit Card,,Labneh (x3)
TXN-5F07FE92C0,2025-02-17,2025-02-17 12:07:11,LOC001,Kantari,CUST0591,Mira Aziz,STF002,Sara Khalil,1,4.5,0.23,0.47,4.74,Credit Card,Bronze,Mutabbal (x1)
